,ID8102,YEAR,OUTCOME,OUTCMYEAR,switcher,instresp,XL.AREA,age1.fav,age2.fav,age3.fav,age4.fav,age5.fav,age6.fav,age7.fav,age8.fav,age9.fav,age10.fav,age11.fav,age12.fav,age1.opp,age2.opp,age3.opp,age4.opp,age5.opp,age6.opp,age7.opp,age8.opp,age9.opp,age10.opp,age11.opp,age12.opp,age1.dk,age2.dk,age3.dk,age4.dk,age5.dk,age6.dk,age7.dk,age8.dk,age9.dk,age10.dk,age11.dk,age12.dk,edu1.fav,edu2.fav,edu3.fav,edu4.fav,edu5.fav,edu6.fav,edu7.fav,edu8.fav,edu9.fav,edu10.fav,edu11.fav,edu12.fav,edu1.opp,edu2.opp,edu3.opp,edu4.opp,edu5.opp,edu6.opp,edu7.opp,edu8.opp,edu9.opp,edu10.opp,edu11.opp,edu12.opp,edu1.dk,edu2.dk,edu3.dk,edu4.dk,edu5.dk,edu6.dk,edu7.dk,edu8.dk,edu9.dk,edu10.dk,edu11.dk,edu12.dk,inc1.fav,inc2.fav,inc3.fav,inc4.fav,inc5.fav,inc6.fav,inc7.fav,inc8.fav,inc9.fav,inc10.fav,inc11.fav,inc12.fav,inc1.opp,inc2.opp,inc3.opp,inc4.opp,inc5.opp,inc6.opp,inc7.opp,inc8.opp,inc9.opp,inc10.opp,inc11.opp,inc12.opp,inc1.dk,inc2.dk,inc3.dk,inc4.dk,inc5.dk,inc6.dk,inc7.dk,inc8.dk,inc9.dk,inc10.dk,inc11.dk,inc12.dk,white.fav,black.fav,hispa.fav,asina.fav,white.opp,black.opp,hispa.opp,asina.opp,white.dk,black.dk,hispa.dk,asian.dk,pid1.fav,pid2.fav,pid3.fav,pid4.fav,pid5.fav,pid6.fav,pid7.fav,pid1.opp,pid2.opp,pid3.opp,pid4.opp,pid5.opp,pid6.opp,pid7.opp,pid1.dk,pid2.dk,pid3.dk,pid4.dk,pid5.dk,pid6.dk,pid7.dk,ideo1.fav,ideo2.fav,ideo3.fav,ideo4.fav,ideo5.fav,ideo6.fav,ideo7.fav,ideo1.opp,ideo2.opp,ideo3.opp,ideo4.opp,ideo5.opp,ideo6.opp,ideo7.opp,ideo1.dk,ideo2.dk,ideo3.dk,ideo4.dk,ideo5.dk,ideo6.dk,ideo7.dk,male.fav,female.fav,male.opp,female.opp,male.dk,female.dk,protes.fav,cathlc.fav,jewish.fav,seculr.fav,protes.opp,cathlc.opp,jewish.opp,seculr.opp,protes.dk,cathlc.dk,jewish.dk,seculr.dk,east.fav,south.fav,midwst.fav,west.fav,east.opp,south.opp,midwst.opp,west.opp,east.dk,south.dk,midwst.dk,west.dk,nounn.fav,union.fav,nounn.opp,union.opp,nounn.dk,union.dk,pred10.sw,pred30.sw,pred50.sw,pred70.sw,pred90.sw,PREDALL.SW,INTGRP.STFAV,INTGRP.SWFAV,INTGRP.STOPP,INTGRP.SWOPP,AARP,AFLCIO,Airlines,AmericanBankersAssociation,AmericanCouncilofLifeInsurance,AmericanFarmBureauFederation,AmericanFederationofStateCountya,AmericanHospitalAssociation,AmericanIsraelPublicAffairsCommi,AmericanLegion,AmericanMedicalAssociation,AssociationofTrialLawyers,Automobilecompanies,ChamberofCommerce,ChristianCoalition,Computersoftwareandhardware,CreditUnionNationalAssociation,Defensecontractors,Electriccompanies,HealthInsuranceAssociation,IndependentInsuranceAgentsofAmer,InternationalBrotherhoodofTeamst,MotionPictureAssociationofAmeric,NationalAssociationofBroadcaster,NationalAssociationofHomeBuilder,NationalAssociationofManufacture,NationalAssociationofRealtors,NationalBeerWholesalersAssociati,NationalEducationAssociation,NationalFederationofIndependentB,NationalGovernorsAssociation,NationalRestaurantAssociation,NationalRifleAssociation,NationalRighttoLifeCommittee,OilCompanies,PharmaceuticalResearchManufactur,RecordingIndustryAssociation,Securitiesandinvestmentcompanies,Telephonecompanies,Tobbacocompanies,UnitedAutoWorkersunion,Universities,VeteransofForeignWarsoftheU.S,ECYN,SWYN,FPYN,RLYN,GNYN,ideology,QuestionText,change,rich.want,middle.want,poor.want,diff
96,1465,2000,0,NA,0,NA,religious,169,183,280,133,104,138,NA,NA,NA,NA,NA,NA,109,105,204,126,83,134,NA,NA,NA,NA,NA,NA,21,22,51,35,33,66,NA,NA,NA,NA,NA,NA,39,162,418,244,88,27,36,NA,NA,NA,NA,NA,36,99,272,164,89,24,79,NA,NA,NA,NA,NA,9,36,98,46,22,5,19,NA,NA,NA,NA,NA,29,124,123,197,126,113,88,67,63,0,0,0,21,80,94,114,73,83,80,67,77,0,0,0,9,34,20,34,39,15,30,18,13,NA,NA,NA,796,102,89,10,589,89,70,6,187,25,22,0,136,120,163,150,150,170,129,64,74,123,90,144,110,170,27,19,38,42,27,41,40,154,252,367,134,60,NA,NA,62,181,264,144,87,NA,NA,28,54,85,31,10,NA,NA,577,449,297,483,94,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,330,254,186,186,219,188,188,56,63,62,55,NA,NA,NA,NA,NA,NA,0.588264346,0.622209489,0.615461946,0.568096101,0.482561231,0.575318623,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-1,"Generally speaking, are you in favor of requiring a woman to get the consent of the biological father before having an abortion, or are you opposed to that?",FALSE,FALSE,TRUE,TRUE,-1
99,1495,2000,0,NA,0,NA,religious,64,99,162,97,73,108,NA,NA,NA,NA,NA,NA,33,94,142,126,87,126,NA,NA,NA,NA,NA,NA,8,2,7,12,8,6,NA,NA,NA,NA,NA,NA,16,66,193,26,142,108,58,NA,NA,NA,NA,NA,18,69,157,19,189,108,54,NA,NA,NA,NA,NA,0,1,13,0,16,11,3,NA,NA,NA,NA,NA,92,96,72,65,125,67,56,0,0,0,0,0,91,113,61,57,111,83,64,0,0,0,0,0,3,5,7,3,8,4,12,NA,NA,NA,NA,NA,480,61,49,4,484,70,41,9,36,6,0,1,96,96,67,81,54,98,119,97,88,63,70,64,89,146,4,4,1,7,2,13,14,205,290,104,NA,NA,NA,NA,201,277,123,NA,NA,NA,NA,10,20,11,NA,NA,NA,NA,323,290,271,352,19,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,248,138,115,128,224,140,131,7,11,13,14,NA,NA,NA,NA,NA,NA,0.483882606,0.512014508,0.518666983,0.503244162,0.468706608,0.497302973,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-1,"Do you favor or oppose a law that would ban a certain abortion procedure conducted in the last 6 months of pregnancy, which opponents call 'partial birth abortion,' except when necessary to save the life of the mother?",FALSE,FALSE,TRUE,FALSE,-1
108,1681,2001,0,NA,0,NA,soc welfare,45,42,57,52,63,51,52,37,17,14,11,13,34,26,39,39,55,46,49,35,37,28,43,48,8,2,2,7,9,8,6,2,3,4,5,7,5,15,116,95,34,118,13,48,10,NA,NA,NA,5,32,169,86,41,77,15,48,9,NA,NA,NA,0,5,21,12,7,9,2,6,1,NA,NA,NA,10,25,40,50,46,91,65,68,0,0,0,0,28,48,52,66,65,76,43,36,0,0,0,0,3,8,10,6,1,6,4,7,NA,NA,NA,NA,367,39,49,3,388,52,32,7,48,9,6,0,131,48,47,111,33,41,53,62,37,37,127,62,62,104,12,6,6,12,6,7,14,171,180,86,NA,NA,NA,NA,132,207,118,NA,NA,NA,NA,14,24,19,NA,NA,NA,NA,254,210,206,285,24,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,137,101,117,94,177,130,90,12,22,13,17,NA,NA,NA,NA,NA,NA,0.348717391,0.410619557,0.482552946,0.56024766,0.639628887,0.488353288,1,0,1,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,0,0,0,-1,A proposal has been made that would allow people to put a portion of their Social Security payroll taxes into personal retirement accounts that would be invested in stocks and bonds. Some people think that individuals would have more money for,FALSE,TRUE,FALSE,FALSE,1
111,1721,2002,0,NA,0,NA,religious,50,72,113,76,60,58,NA,NA,NA,NA,NA,NA,70,100,93,103,64,81,NA,NA,NA,NA,NA,NA,1,10,14,11,15,8,NA,NA,NA,NA,NA,NA,47,129,144,68,47,NA,NA,NA,NA,NA,NA,NA,66,142,163,64,74,NA,NA,NA,NA,NA,NA,NA,5,18,17,10,11,NA,NA,NA,NA,NA,NA,NA,27,35,13,65,91,79,109,0,0,0,0,0,41,35,38,51,119,88,107,0,0,0,0,0,3,2,8,7,14,9,10,NA,NA,NA,NA,NA,345,40,22,6,400,53,24,9,42,8,4,2,159,74,49,42,112,NA,NA,144,50,55,95,168,NA,NA,22,7,10,9,15,NA,NA,30,172,162,58,11,NA,NA,37,130,213,92,30,NA,NA,1,11,32,14,2,NA,NA,207,230,243,269,36,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,168,96,84,101,168,125,119,14,18,15,16,NA,NA,NA,NA,NA,NA,0.435808957,0.450280905,0.466311336,0.482064188,0.501033306,0.467099738,2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,-1,Would you favor or oppose a law making it illegal for doctors to conduct a late-term abortion procedure known as partial-birth abortion?,FALSE,TRUE,FALSE,FALSE,1
113,1744,2002,0,NA,0,NA,environment,67,108,131,89,NA,NA,NA,NA,NA,NA,NA,NA,138,189,136,70,NA,NA,NA,NA,NA,NA,NA,NA,12,23,21,10,NA,NA,NA,NA,NA,NA,NA,NA,36,160,108,66,26,NA,NA,NA,NA,NA,NA,NA,57,213,137,60,64,NA,NA,NA,NA,NA,NA,NA,5,33,18,6,3,NA,NA,NA,NA,NA,NA,NA,18,84,112,77,79,0,0,0,0,0,0,0,54,124,159,93,73,0,0,0,0,0,0,0,10,15,14,10,17,NA,NA,NA,NA,NA,NA,NA,337,29,17,3,400,70,29,10,42,16,4,0,177,72,36,31,80,NA,NA,94,54,82,92,213,NA,NA,16,4,15,8,22,NA,NA,156,171,55,NA,NA,NA,NA,130,239,131,NA,NA,NA,NA,13,29,11,NA,NA,NA,NA,220,176,241,293,20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,146,94,81,106,182,123,123,11,28,16,10,NA,NA,NA,NA,NA,NA,0.335267246,0.384842277,0.430768967,0.467962801,0.502082229,0.424184704,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,"Currently, drilling for oil and natural gas is prohibited in Alaska's Arctic National Wildlife Refuge. Do you approve or disapprove of the proposal to open up the Arctic National Wildlife Refuge in Alaska for oil and natural gas drilling?",FALSE,TRUE,FALSE,FALSE,1
114,1751,2002,0,NA,0,NA,environment,79,262,249,129,NA,NA,NA,NA,NA,NA,NA,NA,149,234,190,82,NA,NA,NA,NA,NA,NA,NA,NA,21,33,42,41,NA,NA,NA,NA,NA,NA,NA,NA,25,80,243,192,101,28,62,NA,NA,NA,NA,NA,9,52,186,177,113,32,97,NA,NA,NA,NA,NA,9,28,45,35,8,4,9,NA,NA,NA,NA,NA,16,61,66,131,103,75,242,0,0,0,0,0,17,53,69,95,77,58,247,0,0,0,0,0,10,18,16,21,10,16,22,NA,NA,NA,NA,NA,594,57,59,4,478,70,68,31,94,25,13,5,181,78,187,74,76,59,71,36,62,80,47,145,129,162,16,5,31,24,27,4,34,117,258,203,114,19,NA,NA,18,137,250,174,58,NA,NA,13,28,38,18,11,NA,NA,360,376,337,330,41,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,255,161,146,156,200,179,132,33,54,23,33,NA,NA,NA,NA,NA,NA,0.516332388,0.565077782,0.57078588,0.534465075,0.454138517,0.528159928,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,George Bush has also said that he would consider opening up part of the Alaskan Arctic Wildlife refuge to oil and gas exploration. Do you approve or disapprove of this proposal?,FALSE,FALSE,TRUE,TRUE,-1
120,1823,1999,0,NA,0,NA,immigration,159,297,442,374,246,433,NA,NA,NA,NA,NA,NA,343,453,458,321,176,218,NA,NA,NA,NA,NA,NA,3,3,13,11,10,31,NA,NA,NA,NA,NA,NA,62,262,634,67,475,271,189,NA,NA,NA,NA,NA,40,271,671,76,449,311,163,NA,NA,NA,NA,NA,8,9,30,9,7,6,2,NA,NA,NA,NA,NA,141,195,270,285,182,306,165,155,0,0,0,0,143,227,307,268,237,302,138,109,0,0,0,0,4,7,10,4,2,10,8,2,NA,NA,NA,NA,1639,132,116,26,1376,288,255,19,66,0,3,0,287,318,305,224,276,314,259,168,292,309,259,261,341,361,11,4,4,19,11,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1068,916,860,1131,19,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,686,457,445,381,726,500,384,10,27,23,11,NA,NA,NA,NA,NA,NA,0.483556271,0.467364848,0.47214067,0.501291871,0.550724149,0.495015562,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-1,"I'd like your opinion of some programs and proposals being discussed in this country today.  Please tell me if you strongly favor, favor, oppose, or strongly oppose each one. Doing away with bilingual education and requiring that all public sch",FALSE,TRUE,FALSE,FALSE,1
126,113,1981,2,NA,0,1,welf reform,29,35,91,62,71,107,102,54,0,0,0,0,38,44,111,105,76,114,85,56,0,0,0,0,0,0,1,2,3,2,1,3,0,0,0,0,0,9,9,45,204,102,35,87,62,0,0,0,3,24,27,83,227,95,39,74,58,0,0,0,0,0,1,2,3,0,0,4,1,0,0,0,34,115,178,112,60,27,0,0,0,0,0,0,74,170,194,103,49,19,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,502,10,30,5,524,58,37,9,11,0,1,0,161,228,163,0,0,0,0,114,255,260,0,0,0,0,6,3,3,0,0,0,0,222,246,65,0,0,0,0,187,275,140,0,0,0,0,5,5,1,0,0,0,0,276,277,298,333,5,7,343,151,15,33,349,182,27,50,7,3,2,0,126,163,152,111,188,166,161,115,3,4,4,1,415,134,438,190,12,0,0.351350427,0.419374108,0.476017952,0.520803809,0.548265278,0.463162315,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,-1,"Now let me ask you about major federal grant programs. Do you favor cutting federal spending on (READ EACH ITEM) by 50%, 25%, 10%, or hardly at all? Item: School lunch and other child nutrition programs",TRUE,TRUE,FALSE,FALSE,1
143,407,1985,2,NA,0,1,taxation,27,48,64,71,76,46,35,108,64,0,0,0,20,34,88,80,82,48,34,127,113,0,0,0,0,2,5,5,11,8,6,36,36,0,0,0,53,146,160,103,77,0,0,0,0,0,0,0,76,218,163,89,80,0,0,0,0,0,0,0,22,28,27,16,16,0,0,0,0,0,0,0,41,74,96,107,108,96,0,0,0,0,0,0,60,92,136,136,94,66,0,0,0,0,0,0,11,10,22,18,17,17,0,0,0,0,0,0,473,33,25,5,539,56,22,3,93,6,6,3,215,152,172,0,0,0,0,181,175,270,0,0,0,0,36,28,45,0,0,0,0,223,227,82,0,0,0,0,245,272,94,0,0,0,0,39,48,12,0,0,0,0,289,249,301,325,34,75,0,0,0,0,0,0,0,0,0,0,0,0,140,167,129,103,151,189,166,120,22,32,32,23,433,103,457,165,92,17,0.424188614,0.416441739,0.439022064,0.495834947,0.581697822,0.471437037,3,24,1,0,NA,-2,1,1,1,1,NA,1,NA,NA,1,1,1,2,NA,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,NA,2,NA,1,NA,NA,1,1,1,2,1,1,NA,NA,NA,1,0,0,0,0,-1,"Now let me ask you about some specific provisions of the new Reagan proposal for tax simplification. For each, tell me if you would favor or oppose that provision. (READ EACH ITEM) Item: Allow corporations to deduct 10% of dividend payments to",TRUE,TRUE,FALSE,FALSE,1
149,688,1992,2,NA,0,7,foreign pol,105.6999969,114.2399979,108.7200012,67.68000031,60.79999924,27.82999992,NA,NA,NA,NA,NA,NA,184.2200012,217.7700043,178.1799927,97.76000214,80,70.18000031,NA,NA,NA,NA,NA,NA,12.07999992,28.55999947,15.10000038,22.55999947,20.79999924,22.98999977,NA,NA,NA,NA,NA,NA,29.19000053,140.1300049,128.5200043,221.0099945,0,NA,NA,NA,NA,NA,NA,NA,94.51999664,342.5400085,203.4900055,154.2899933,0,NA,NA,NA,NA,NA,NA,NA,15.28999996,41.52000046,28.55999947,45.86999893,0,NA,NA,NA,NA,NA,NA,NA,62.33000183,34.72999954,72.54000092,136.4199982,74.87999725,89.05999756,0,0,0,0,0,0,178.8600006,104.1900024,145.0800018,197.4499969,108.1600037,48.18000031,0,0,0,0,0,0,29.80999947,13.59000015,16.37999916,25.12999916,24.95999908,10.22000027,NA,NA,NA,NA,NA,NA,379.0499878,43.04000092,32.83000183,14.30000019,606.4799805,207.1300049,28.13999939,7.699999809,108.3000031,18.82999992,6.699999809,0,164.1199951,173.5800018,120.5,NA,NA,NA,NA,175.3099976,320.8599854,308.480011,NA,NA,NA,NA,33.56999969,31.55999947,53.02000046,NA,NA,NA,NA,199.6699982,192.3000031,83.81999969,NA,NA,NA,NA,238.6300049,403.8299866,149.8600006,NA,NA,NA,NA,48.70000076,51.27999878,22.86000061,NA,NA,NA,NA,280.019989,202.4400024,402.0799866,419.3399963,35.90000153,93.98999786,263.1900024,124.2600021,12.73999977,26.70000076,500.9100037,170.0399933,10.39999962,54.29000092,76.41000366,32.70000076,2.859999895,8.010000229,88.66000366,189.6999969,105.5599976,99.59999847,168.7400055,303.519989,225.6799927,129.4799957,28.60000038,54.20000076,36.40000153,19.92000008,0,0,0,0,0,0,0.258873463,0.288655698,0.345257938,0.433547795,0.552018404,0.37567066,11,0,4,0,NA,-2,2,NA,NA,2,-2,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,NA,-2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-2,NA,NA,0,0,1,0,0,-1,Some people say a Free Trade Agreement with Mexico would be good for the United States because it would help the U.S. economy by expanding exports. Others say it will be bad for the U.S. because it will end up costing the U.S. jobs. Do you favo,TRUE,TRUE,FALSE,FALSE,1
152,748,1993,2,NA,0,7,foreign pol,134.6199951,147.0599976,107.1600037,64.01000214,54,60.63000107,NA,NA,NA,NA,NA,NA,104.1399994,164.1600037,146.6399994,86.5,67.5,49.34999847,NA,NA,NA,NA,NA,NA,15.23999977,30.78000069,28.20000076,20.76000023,30,32.43000031,NA,NA,NA,NA,NA,NA,45.54000092,191.6000061,145.9600067,197.3699951,0,NA,NA,NA,NA,NA,NA,NA,74.51999664,225.1300049,163.7599945,154.8000031,0,NA,NA,NA,NA,NA,NA,NA,17.94000053,67.05999756,46.27999878,34.83000183,0,NA,NA,NA,NA,NA,NA,NA,72.66999817,144.6900024,180.8000031,89.55000305,71.40000153,0,0,0,0,0,0,0,64.22000122,192.9199982,216.9600067,93.52999878,30.94000053,0,0,0,0,0,0,0,32.11000061,33.38999939,54.24000168,17.90999985,15.47000027,0,NA,NA,NA,NA,NA,NA,519.960022,50,0,0,581.8599854,50,0,0,136.1799927,25,0,0,196.2400055,175.2599945,186.0299988,NA,NA,NA,NA,191.7799988,163.8300018,238.5,NA,NA,NA,NA,57.97999954,41.90999985,52.47000122,NA,NA,NA,NA,173.0200043,278.1000061,115.6500015,NA,NA,NA,NA,198.3399963,278.1000061,110.5100021,NA,NA,NA,NA,46.41999817,61.79999924,30.84000015,NA,NA,NA,NA,275.8800049,294.3999939,294.6900024,323.8399963,56.43000031,117.7600021,0,0,0,0,0,0,0,0,0,0,0,0,122.1800003,217.9199982,113.5599976,127.4199982,137.0800018,190.6799927,177.0200043,116.3399963,38.74000168,45.40000153,43.41999817,33.24000168,777.5999756,264.8099976,165.2400055,23.28000069,29.15999985,2.910000086,0.504838347,0.429319561,0.420034826,0.477478266,0.595104933,0.485355186,11,0,4,0,NA,-2,2,NA,NA,2,-2,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,NA,-2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-2,NA,NA,0,0,1,0,0,-1," Do you favor or oppose the North American Free Trade agreement with Mexico and Canada that eliminates nearly all restrictions on imports, exports, and business investments between the United States, Mexico, and Canada?",TRUE,TRUE,FALSE,TRUE,1
154,765,1993,2,NA,0,7,foreign pol,101.0500031,117.1800003,96.59999847,81.19999695,56.31999969,0,NA,NA,NA,NA,NA,NA,94,117.1800003,77.69999695,105.5599976,66.87999725,0,NA,NA,NA,NA,NA,NA,39.95000076,44.63999939,35.70000076,16.23999977,52.79999924,0,NA,NA,NA,NA,NA,NA,28.47999954,123.5999985,125.0199966,116.0899963,75.40000153,NA,NA,NA,NA,NA,NA,NA,34.70999908,135.9600067,164.5,96.33000183,32.5,NA,NA,NA,NA,NA,NA,NA,24.92000008,49.43999863,39.47999954,37.04999924,23.39999962,NA,NA,NA,NA,NA,NA,NA,74.90000153,113.9800034,101.2200012,67.23999786,67.86000061,0,0,0,0,0,0,0,87.73999786,122.3199997,98.80999756,75.44000244,37.43999863,0,0,0,0,0,0,0,49.22000122,41.70000076,40.97000122,21.31999969,11.69999981,0,NA,NA,NA,NA,NA,NA,368.3999939,29.20000076,16.23999977,9.68999958,386.8200073,28.46999931,8.119999886,7.309999943,156.5700073,15.32999992,3.640000105,0,141.2400055,144.3999939,151.7899933,NA,NA,NA,NA,128.3999939,162.4499969,134.1399994,NA,NA,NA,NA,51.36000061,54.15000153,67.06999969,NA,NA,NA,NA,162.2599945,201.6000061,74.62000275,NA,NA,NA,NA,187.8800049,170.2400055,83.72000122,NA,NA,NA,NA,72.58999634,76.16000366,23.65999985,NA,NA,NA,NA,232.2599945,222,259.9100037,210.8999939,66.36000061,127.6500015,0,0,0,0,0,0,0,0,0,0,0,0,79.80000305,153,100,113.9599991,94.5,125.8000031,110,138.6000061,35.70000076,61.20000076,40,55.43999863,0,0,0,0,0,0,0.473884583,0.463953674,0.478722513,0.516715825,0.57837975,0.502331269,11,0,4,0,NA,-2,2,NA,NA,2,-2,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,NA,-2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-2,NA,NA,0,0,1,0,0,-1," Here are a few questions about the North American Free Trade Agreement between the United States, Mexico and Canada which is also known as 'N.A.F.T.A.'. Do you favor or oppose the free trade agreement between the United States and Mexico that",TRUE,TRUE,FALSE,FALSE,1
155,771,1993,2,NA,0,7,foreign pol,59.27999878,68.12000275,41.36000061,31.63999939,51.75,0,NA,NA,NA,NA,NA,NA,68.40000153,96.94000244,73.31999969,41.81000137,74.51999664,0,NA,NA,NA,NA,NA,NA,98.04000092,99.55999756,75.19999695,39.54999924,80.73000336,0,NA,NA,NA,NA,NA,NA,11.64000034,55.97999954,70.83999634,69.19999695,47.95999908,NA,NA,NA,NA,NA,NA,NA,43.65000153,118.1800003,117.0400009,50.16999817,28.34000015,NA,NA,NA,NA,NA,NA,NA,41.70999908,139.9499969,123.1999969,55.36000061,32.70000076,NA,NA,NA,NA,NA,NA,NA,9.920000076,31.45999908,33.81000137,72.72000122,45.24000168,43.68000031,0,0,0,0,0,0,22.31999969,51.47999954,62.79000092,124.2300034,43.68000031,34.31999969,0,0,0,0,0,0,29.76000023,61.49000168,64.40000153,109.0800018,67.08000183,27.04000092,NA,NA,NA,NA,NA,NA,206.4400024,16.79999924,15.93000031,4.949999809,277.8999939,39.20000076,28.31999969,3.079999924,309.6600037,56,14.75,2.970000029,68.84999847,82.75,80,NA,NA,NA,NA,79.05000305,135.7100067,108.8000031,NA,NA,NA,NA,107.0999985,112.5400009,131.1999969,NA,NA,NA,NA,79,64.26000214,74.23999786,NA,NA,NA,NA,113.7600021,83.30000305,92.16000366,NA,NA,NA,NA,123.2399979,92.81999969,89.59999847,NA,NA,NA,NA,139.1999969,115.7200012,201.6000061,157.8000031,134.3999939,252.4799957,0,0,0,0,0,0,0,0,0,0,0,0,59.15999985,83.5,63.43999863,46.83000183,67.31999969,123.5800018,90.27999878,78.05000305,77.51999664,126.9199982,90.27999878,98.12000275,0,0,0,0,0,0,0.353836894,0.345421314,0.373666823,0.440835774,0.55004704,0.412761569,11,0,4,0,NA,-2,2,NA,NA,2,-2,NA,NA,NA,NA,NA,2,2,NA,2,NA,2,2,NA,NA,-2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,-2,NA,NA,0,0,1,0,0,-1," Do you favor or oppose the North American Free Trade Agreement with Mexico and Canada that eliminates nearly all restrictions on imports, exports, and business investment between the United States, Mexico, and Canada? If you feel you have not",TRUE,TRUE,FALSE,FALSE,1
