No.,Legacy,Fund,Revenue Accounts,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017
399,B075-181,Parking Enterprise,Parking Fines,2616236.00,2749954.00,2743653.00,4022907.00,4041942.00,4374617.00,4708389.00,5041592.00,4702300.00,4363616.00,5177741.00,6089420.00,6745532.00,7501131.00,8526727.00,8308757.00,6870220.00,6775036.00,6963907.00,6947457.00,6436212.00,6704056.00,7242693.00,7815996.00,8302331.00,8226610.00,12098895.00,10090856.00,10739685.00,11689337.00,11605463.00,10197470.00,10690373.00,16371597.00,13731424.00,13247660.00,14345160.00,14389185.00,13899094.00,13315850.00
400,B075-182,Parking Enterprise,Penalties on Parking Fines,920668.00,955248.00,985522.00,987401.00,1269761.00,1303871.00,1232479.00,2575935.00,3143665.00,2320719.00,2474218.00,2966458.00,2969587.00,3473039.00,3957557.00,4046536.00,3216350.00,4025513.00,2396057.00,3812302.00,3876318.00,4494931.00,4687945.00,7782949.00,7688191.00,7992514.00,4321146.00,6669502.00,8578487.00,8939707.00,10222796.00,8142134.00,6772470.00,7458274.00,7387048.00,6504980.00,6585603.00,6690831.00,6548610.00,6473042.00
401,B075-579,Parking Enterprise,Garage Income, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,72066.00,866957.00,2278397.00,4278587.00,7800491.00,8059318.00,8155346.00,9167350.00,9314584.00,8600355.00,8756103.00,10322766.00,11032591.00,11279809.00,12652472.00,13243509.00,15040489.00,14605972.00,16311828.00,18366958.00,20153624.00,21398397.00,21594171.00,24100037.00,22895990.00,22937256.00,22996126.00,23726332.00,25966025.00,28982720.00,26913828.00,27550364.00,27865853.00
402,B075-664,Parking Enterprise,Parking Meters,2028746.00,2182339.00,2040883.00,2103082.00,2471534.00,2471500.00,2517760.00,2658016.00,2970829.00,3561000.00,4091501.00,4135479.00,4342349.00,4450569.00,5535799.00,5710383.00,5703136.00,5552244.00,5231512.00,5326246.00,5138013.00,5146415.00,5134923.00,5212015.00,5236141.00,4930376.00,4530057.00,5455402.00,5590976.00,6031338.00,7014715.00,7858748.00,7769153.00,11690965.00,11705721.00,12063816.00,12200900.00,13551278.00,15380091.00,15416446.00
403,B075-889,Parking Enterprise,From (To) Fund Balance, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,10124334.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
404,B075-950,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-12709419.00,-13560894.00,-13142361.00,-12935508.00,-16590815.00,-19078159.00,-21791320.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
405,B075-952,Parking Enterprise,From (To) Parking Management Fund, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-25857863.00,-23144805.00,-20785000.00,-23584199.00,-21392355.00,-26091241.00,-25441401.00,-26708304.00,-26589492.00,-30294953.00,-29924704.00,-31991709.00,-31476712.00,-35763185.00,-36818653.00,-35370235.00,-40246011.00,-35703987.00,-37312107.00,-53018872.00,-44959222.00,-41988017.00,-56657544.00,-55210204.00,-64391634.00,-49119322.00
406,B075-953,Parking Enterprise,From (To) Special Fund, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-4760334.00,-5307065.00,-5486790.00,-5754463.00,-6059137.00,-6036355.00,-6094709.00,-12475890.00
407,B075-958,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2680.00, $-   ,1.00
408,B076-141,Parking Management,Residential Parking Permits,,,,,,,,,,,,,,,176209.00,157040.00,167844.00,169981.00,172473.00,188896.00,194595.00,202630.00,212006.00,213250.00,242247.00,288391.00,422633.00,428062.00,429253.00,451046.00,453552.00,442220.00,480474.00,542127.00,574557.00,582875.00,604591.00,621883.00,616535.00,629658.00
409,B076-201,Parking Management,Rental of Property,,,,,,,,,,,,,,,87087.00,130546.00,100392.00,125351.00,112316.00,121761.00,118729.00,123678.00,104037.00,73411.00,101789.00,19266.00,4940.00,4560.00,4560.00,4180.00,4940.00,2280.00,3800.00,4940.00,3420.00,5700.00,6460.00,3040.00,5700.00,3800.00
410,B076-682,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,9000.00, $-   , $-   
411,B076-759,Parking Management,Temporary Parking Lots,,,,,,,,,,,,,,,2056906.00,1258624.00,1074052.00,903394.00,624526.00,1198610.00,1313911.00,1033950.00,847839.00,1304658.00,1253667.00,1611493.00,1313341.00,1133790.00,635914.00,47585.00,178891.00,202353.00,108846.00,251135.00,179923.00,181731.00,196010.00,283822.00,276132.00,209121.00
412,B076-760,Parking Management,Parking Garages,,,,,,,,,,,,,,,482409.00,845923.00,1566328.00,1459236.00,1483656.00,1719132.00,1818064.00,1734066.00,1884862.00,2359977.00,2171521.00,2084051.00,3102401.00,3752517.00,3311930.00,3531640.00,3991667.00,3912799.00,3558414.00,4110964.00,3893854.00,4509735.00,4847869.00,4959050.00,5343944.00,5342913.00
413,B076-786,,,,,,,,,,,,,,,,, $-   ,5312.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
414,B076-788,,,,,,,,,,,,,,,,,117.00,1273.00,550.00,155.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
415,B076-790,,,,,,,,,,,,,,,,,12091.00,16946.00,9045.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
416,B076-866,Parking Management,Booting Fee,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,555253.00,517136.00,514320.00,585240.00,815281.00,786743.00,864330.00
417,B076-867,Parking Management,ZIPCAR Income,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,16671.00,32432.00,39969.00,47492.00,48300.00,114465.00
418,B076-872,Parking Management,Miscellaneous Revenue,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   ,697.00,424.00,85.00,905.00,9440.00,7275.00,2300.00,18540.00,32260.00,27960.00,33490.00,47108.00,81041.00,34016.00,54210.00,63870.00,57915.00,109330.00,120600.00
419,B076-950,Parking Management,From Parking Enterprise Fund,,,,,,,,,,,,,,,25857803.00,23144805.00,20785000.00,23584199.00,21392355.00,26091241.00,25441401.00,26708304.00,26589492.00,30294953.00,29924704.00,31991709.00,31476712.00,35763185.00,36818653.00,35370235.00,40246011.00,35703987.00,37312107.00,53018872.00,44959222.00,41988017.00,56657544.00,55210204.00,64391634.00,49119322.00
420,B076-952,Parking Management,From (To) General Fund,,,,,,,,,,,,,,,-21594770.00,-18777046.00,-15844722.00,-18746060.00,-16086985.00,-21622976.00,-21008079.00,-21476011.00,-20380651.00,-26281480.00,-25165853.00,-26991363.00,-26792938.00,-30948516.00,-29866735.00,-26600516.00,-30697201.00,-25628644.00,-25752906.00,-42864175.00,-32457480.00,-30334830.00,-43423495.00,-37740911.00,-48128993.00,-33531237.00
421,B076-953,,,,,,,,,,,,,,,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-101,,State Highway User Revenues, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,157662144.00,158466103.00,164833673.00,174356780.00,173935174.00,173825699.00,170004600.00,200604908.00,223205618.00,227279509.00,214400068.00,188715254.00,132655208.00,127994456.00,125637064.00, $-   , $-   , $-   , $-   , $-   
,C001-106,,, $-   , $-   , $-   ,3098453.00,3848555.00,2762186.00,4472367.00,4449405.00,4550102.00,5304338.00,8753461.00,8909932.00,8599388.00,8092071.00,6019716.00,7597346.00,8868346.00,11538072.00,11627190.00,12309650.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-107,,,13727736.00,14331418.00,14060054.00,14382333.00,14658617.00,14451916.00,14942702.00,15696646.00,16145326.00,15866069.00,19646246.00,19852546.00,19987635.00,20070283.00,19234343.00,18499959.00,20021797.00,21641503.00,20927372.00,22302583.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-109,,,25887833.00,26722662.00,25020090.00,24889295.00,25078467.00,32345335.00,40515579.00,40871973.00,42107959.00,45426144.00,65762161.00,65855131.00,65070103.00,62588481.00,64753525.00,80150972.00,85841281.00,87915385.00,88228669.00,89409592.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-111,,Overhead Reimbursement,-268962.00,-259222.00,-279404.00,-323895.00,-299296.00,-391595.00,-381141.00,-433222.00,-558558.00,-648418.00,-804931.00,-860927.00,-917074.00,-1050922.00,-1132965.00,-1257643.00,-1077116.00,-1130253.00,-1089578.00,-1544415.00,-1481305.00,-920171.00,-840084.00,-806808.00,-874365.00,-1012779.00,-915024.00,-955106.00,-882256.00,-1057120.00,-1075414.00,-1148152.00,-1148152.00,-1148152.00,-1148152.00, $-   , $-   , $-   , $-   , $-   
,C001-112,,,16911206.00,19259089.00,18102835.00,17772602.00,19721406.00,23312201.00,31561967.00,36039024.00,40460285.00,45873235.00,40833993.00,40660600.00,38786519.00,35523503.00,34384084.00,37131732.00,45743776.00,52698282.00,55287185.00,57510677.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-113,,,180951.00,171605.00,29834.00,27378.00,18774.00,114991.00,340688.00,427126.00,406379.00,533561.00,524926.00,554426.00,531898.00,-201837.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-114,,,537643.00,631931.00,663209.00,691660.00,903914.00,962690.00,1135436.00,1132569.00,681877.00,1285264.00,894056.00,1646410.00,1636744.00,1671844.00,2646060.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-115,,,181169.00,181225.00,157020.00,134320.00,137688.00,155516.00,195751.00,209445.00,227221.00,246182.00,180762.00,208196.00,230528.00,217479.00,50247.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-141,,, $-   , $-   ,11820.00,22680.00,48763.00,47932.00,67115.00,84070.00,86883.00,97397.00,107370.00,123032.00,124738.00,151314.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-169,,Permits and Inspection - Private Paving,76595.00,73600.00,55690.00,72718.00,46303.00,96788.00,97153.00,90275.00,95222.00,76926.00,73163.00,84837.00,104867.00,138830.00,148762.00,139424.00,112307.00,134723.00,181831.00,65700.00,35857.00,63848.00,46518.00,41463.00,48474.00,25350.00,25655.00,24060.00,29792.00,43805.00,46157.00,81826.00,31592.00,141447.00,35360.00, $-   , $-   , $-   , $-   , $-   
,C001-170,,Developer Agreement Fees, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,8552.00,143957.00,102853.00,201387.00,130716.00,169039.00,47651.00,495777.00,511874.00,466098.00,1323766.00,810685.00,767970.00,776339.00,843630.00,552334.00,271387.00,194699.00,136507.00, $-   , $-   , $-   , $-   , $-   
,C001-171,,Street Cut Permit Fees, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,24197.00,381937.00,327475.00,425985.00,626644.00, $-   , $-   , $-   , $-   , $-   
,C001-175,,Stormwater and Sediment Control Penalty, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,1800.00,17800.00,5770.00,4700.00,2300.00, $-   , $-   ,6250.00, $-   , $-   , $-   , $-   , $-   
,C001-176,,Street Cut Fines, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,4200.00,9300.00,18206.00,4700.00, $-   , $-   , $-   , $-   , $-   
,C001-179,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,1750.00,700.00,355.00, $-   , $-   , $-   , $-   , $-   
,C001-180,,Red Light Fines, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,457143.00,3500431.00,5905898.00,5095681.00,8526499.00,11072001.00,5335480.00,6016735.00,4873295.00,6066347.00,8000729.00,9742349.00,6756416.00,10677437.00, $-   , $-   , $-   , $-   , $-   
,C001-181,,Right Turn On Red Fines, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2178369.00, $-   , $-   , $-   , $-   , $-   , $-   
,C001-182,,Speed Cameras, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2449194.00,16701607.00,20242940.00,-1.00, $-   , $-   , $-   , $-   
,C001-183,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-184,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-201,,Expressway Air Space Leases, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,28185.00,268971.00,680092.00,14928.00,19903.00,24923.00,25315.00,22879.00,10672.00,8110.00,5176.00,13269.00,7181.00,7562.00,9401.00,9568.00,12028.00,9419.00,28547.00,18781.00,9395.00,4590.00,10147.00,29701.00, $-   , $-   , $-   , $-   , $-   
,C001-202,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-205,,Earnings on Investments,4406688.00,4826807.00,2804893.00,4453606.00,5315187.00,4870776.00,6136131.00,6939308.00,6740845.00,6545595.00,5639415.00,9905792.00,10416344.00,7774632.00,3089501.00,2310112.00,3023571.00,4247125.00,4807895.00,3335912.00,5388417.00,3735446.00,3556488.00,4162992.00,2578146.00,1442040.00,422772.00,440330.00,2617176.00,4535166.00,3976989.00,1515259.00,137270.00,173647.00,28710.00, $-   , $-   , $-   , $-   , $-   
,C001-206,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,9000000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-210,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,2365000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-220,,MTA Bus Shelter Agreement, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,46674.00,103190.00,200554.00,169083.00,242077.00,232829.00,76932.00,446486.00,196871.00, $-   , $-   , $-   , $-   , $-   
,C001-254,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-643,,,90819.00,89582.00,46955.00,138459.00,69886.00,118599.00,170958.00,90821.00,103127.00,128635.00,202634.00,92237.00,85534.00,21073.00,22092.00,2013.00, $-   ,951.00, $-   ,18.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-652,,Impounding Cars,726576.00,736338.00,844939.00,1031519.00,1166376.00,1186799.00,1340104.00,1739481.00,1549983.00,1694508.00,1091135.00,1088844.00,1194022.00,1320392.00,1461248.00,1397821.00,1538779.00,1671392.00,1713566.00,1646618.00,1706796.00,1676604.00,1697609.00,1909710.00,2687835.00,3049865.00,3448422.00,3272156.00,3568571.00,3999040.00,3883254.00,4841796.00,6076312.00,3447115.00,3005919.00,-25700.00, $-   , $-   , $-   , $-   
,C001-666,,Pulaski Private Tow - Rebate, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,130863.00,241501.00, $-   , $-   , $-   , $-   , $-   
,C001-667,,Fallsway Private Tow - Rebate, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,96641.00,151860.00, $-   , $-   , $-   , $-   , $-   
,C001-781,,Stormwater and Sediment Control Fees, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,68970.00,142930.00,280581.00,202315.00,169805.00,129680.00,147180.00,194772.00,-1750.00,59450.00, $-   , $-   , $-   , $-   , $-   
,C001-785,,General Revenue Highways,71083.00,78813.00,111589.00,111814.00,213058.00,135303.00,150102.00,226356.00,253431.00,243201.00,268104.00,284291.00,304363.00,349705.00,378684.00,294191.00,337867.00,434349.00,441991.00,506064.00,514847.00,1075033.00,772887.00,790346.00,974469.00,1352923.00,1662334.00,2355274.00,3175928.00,3764726.00,3469966.00,2679674.00,2317224.00,2678847.00,3542591.00, $-   , $-   , $-   , $-   , $-   
,C001-788,,Traffic Engineering,7660.00,9106.00,5240.00,7121.00,7732.00,10680.00,5376.00,6318.00,5579.00,5095.00,5314.00,4390.00,19415.00,5305.00,5720.00,7898.00,5209.00,5471.00,6543.00,6382.00,4016.00,11026.00,17426.00,21188.00,40362.00,47702.00,27895.00,29009.00,20035.00,32263.00,33302.00,32360.00,35583.00,36560.00,33620.00, $-   , $-   , $-   , $-   , $-   
,C001-869,,Prior Year Reserve, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,1437000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-870,,, $-   , $-   , $-   , $-   , $-   ,18245.00,21900.00,476.00,852.00,2115.00,273.00,269.00,412.00,2493.00, $-   ,762.00, $-   ,122.00,1432.00,1669.00,1544.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-871,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,423261.00, $-   , $-   , $-   , $-   ,540758.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-880,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-2508000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-890,,From (To) General Fund, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,11500000.00, $-   ,31700000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-891,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,25017037.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-899,,From (To) Fund Balance,2725630.00,4160768.00,-143300.00,11987768.00,13094261.00,-848708.00,9204738.00,15789938.00,9539915.00,9251738.00,5394275.00,22175151.00,10695023.00,25426398.00, $-   , $-   ,6288000.00,26593892.00,25915000.00, $-   ,8812000.00,10315000.00,2136000.00,3000000.00,8000000.00,12691000.00,4045000.00,9893200.00,2601650.00,3653000.00,3700000.00, $-   ,25667000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   
,C001-954,,From (To) Fleet Operations Fund, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,-1437000.00, $-   ,-1437000.00, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
