"Q1","Q2","Q3","Q4","Q5AF1","Q5BF1","Q5CF1","Q5DF1","Q5AF2","Q5BF2","Q5CF2","Q5DF2","Q6A","Q6B","RELIG","BORN","QNO","CASEID","SEX","HEADHH","EMPLOY","PARTY","PARTYLN","PARTYFUL","OCCUP","MARITAL","OWN","HHNUM","CHILD1","CHILD2","CHILD3","EDUC","AGE","HISP","RACE1","RACE2","RACE3","RACE4","INC1","INC2","INC3","WEIGHT","TIMEZONE","STATE","METRO","DIVISION","REGION","INTDATE"
"Oppose ","Completely disagree ","Oppose ","Know what term means ","Mostly agree ","Mostly agree ","Completely agree ","Completely disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328005997,5997,"Male ","Yes ","Retired ","Independent ","Republican ","Independent-lean Republican ",NA,"Divorced ","Own ","Four ","No ","Yes ","No ","Associates degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.7235,"Central","TEXAS","Outside Center City, Inside Center City County ","West South Central","South ",81211
"Strongly oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ","Completely agree ","Completely disagree ","Completely disagree ","Completely disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Yes ",328005998,5998,"Male ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Married ","Own ","Five ","No ","No ","No ","Some college, but no degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$35,000 but less than $40,000 ",NA,0.7235,"Central","TEXAS","In Non-Metropolitan Area ","West South Central","South ",81211
"Oppose ","Completely disagree ","Don't know/Refused ","Know what term means ","Completely agree ","Completely agree ","Completely disagree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328006008,6008,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Three ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$100,000 but less than $125,000 ",0.3465,"Central","LOUISIANA","In Non-Metropolitan Area ","West South Central","South ",81211
"Oppose ","Mostly disagree ","Favor ","Know what term means ","Don't know/Refused ","Mostly disagree ","Completely disagree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328006009,6009,"Female ","Yes ","Employed full time ","Republican ",NA,"Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"Refused [unspecified after $50,000 or more] ",0.6145,"Central","LOUISIANA","Outside Center City, Inside Center City County ","West South Central","South ",81411
"Strongly oppose ","Completely disagree ","Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Completely disagree ","Completely disagree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328006030,6030,"Male ","Yes ","Self employed ","Independent ","Republican ","Independent-lean Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Four ","Yes ","Yes ","No ","High school complete (grade 12) ","45-49 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.6311,"Central","TEXAS","In Center City of Metropolitan Area ","West South Central","South ",81211
"Favor ",NA,"Favor ","Know what term means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Refused ",328006067,6067,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","White collar -- sales, clerical ","Married ","Own ","Six ","No ","Yes ","Yes ","College graduate/Bachelors degree ","40-44 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",1.1551,"Central","TEXAS","Outside Center City, Inside Center City County ","West South Central","South ",81211
"Oppose ","Completely disagree ","Favor ","Know what term means ","Completely disagree ","Completely disagree ","Completely disagree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328006083,6083,"Male ","Yes ","Employed full time ","Independent ","Democratic ","Independent-lean Democratic ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Two ","No ","No ","No ","High school incomplete (grades 9, 10, 11) ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$25,000 but less than $30,000 ",NA,1.552,"Central","LOUISIANA","Outside Center City, Inside Center City County ","West South Central","South ",81211
"Strongly oppose ","Mostly disagree ","Oppose ","Know what term means ","Don't know/Refused ","Don't know/Refused ","Mostly disagree ","Completely agree ",NA,NA,NA,NA,"Yes ","Yes ","Protestant ","Yes ",328006085,6085,"Female ","Yes ","Employed part time ","Independent ","Republican ","Independent-lean Republican ","White collar -- sales, clerical ","Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Refused [unspecified after less than $50,000] ",NA,0.5474,"Central","TEXAS","In Non-Metropolitan Area ","West South Central","South ",81411
"Strongly oppose ","Mostly agree ","Oppose ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Mostly agree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328006135,6135,"Male ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Married ","Own ","Two ","No ","No ","No ","High school incomplete (grades 9, 10, 11) ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.6474,"Central","TEXAS","In Non-Metropolitan Area ","West South Central","South ",81211
"Oppose ","Completely disagree ","Oppose ","Know what term means ","Completely agree ","Completely disagree ","Don't know/Refused ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328006142,6142,"Male ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Married ","Own ","Three ","No ","No ","No ","Associates degree ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.3018,"Mountain","TEXAS","In Center City of Metropolitan Area ","West South Central","South ",81211
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328006170,6170,"Male ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Married ","Own ","Two ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"Refused [unspecified after $50,000 or more] ",0.2891,"Central","ALABAMA","In Center City of Metropolitan Area ","East South Central","South ",81211
"Oppose ","Mostly disagree ","Favor ","Heard of it, but not sure what it means ","Mostly agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"Yes ","No ","Catholic ",NA,328006171,6171,"Male ","Yes ","Self employed ","Independent ","Don't know/Refused ","Independent ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Three ","Yes ","No ","Yes ","High school complete (grade 12) ","55-59 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$30,000 but less than $35,000 ",NA,0.854,"Central","MINNESOTA","In Non-Metropolitan Area ","West North Central","Midwest ",81211
"Strongly favor ",NA,"Oppose ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Nothing in particular ",NA,328006216,6216,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Two ","No ","No ","No ","Some college, but no degree ","55-59 ","No ","Black/African-american ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.3817,"Central","ILLINOIS","Outside Center City, Inside Center City County ","East North Central","Midwest ",81211
"Strongly favor ",NA,"Favor ","Know what term means ","Mostly agree ","Completely agree ","Completely agree ","Don't know/Refused ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328006235,6235,"Male ","Yes ","Retired ","Democrat ",NA,"Democrat ",NA,"Divorced ","Rent ","One ",NA,NA,NA,"High school complete (grade 12) ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.7125,"Central","NORTH DAKOTA","In Non-Metropolitan Area ","West North Central","Midwest ",81211
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Mostly disagree ","Mostly disagree ",NA,NA,NA,NA,"Don't know/Refused ","No ","Protestant ","No ",328006236,6236,"Male ","Yes ","Self employed ","Democrat ",NA,"Democrat ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Two ","No ","No ","No ","College graduate/Bachelors degree ","60-64 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",0.528,"Central","IOWA","In Non-Metropolitan Area ","West North Central","Midwest ",81211
"Oppose ","Completely disagree ","Favor ","Heard of it, but not sure what it means ","Completely agree ","Completely agree ","Don't know/Refused ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328006263,6263,"Male ","No ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Single and never been married ","Refused/Nr ","Four ","No ","No ","No ","High school complete (grade 12) ","18-20 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,1.8869,"Central","OKLAHOMA","In Non-Metropolitan Area ","West South Central","South ",81211
"Don't know/Refused ","Don't know/Refused ","Don't know/Refused ","Heard of it, but not sure what it means ","Completely disagree ","Completely disagree ","Mostly disagree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328006294,6294,"Male ","Yes ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Single and never been married ","Own ","One ",NA,NA,NA,"Refused/Nr ","75 or older ","No ","Some other race ",NA,NA,NA,"Less than $50,000 ","Refused [unspecified after less than $50,000] ",NA,0.6022,"Central","WISCONSIN","Outside Center City, Inside Center City County ","East North Central","Midwest ",81211
"Oppose ","Completely agree ","Oppose ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Mostly agree ",NA,NA,NA,NA,"No ","No ","Protestant ","No ",328006342,6342,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Five ","No ","No ","No ","College graduate/Bachelors degree ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$75,000 but less than $100,000 ",0.2973,"Central","MINNESOTA","In Center City of Metropolitan Area ","West North Central","Midwest ",81211
"Oppose ","Completely disagree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Protestant ","Yes ",328006360,6360,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","Blue collar -- semiskilled, unskilled ","Married ","Own ","Three ","No ","No ","No ","Some college, but no degree ","70-74 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,0.3018,"Central","TENNESSEE","In Center City of Metropolitan Area ","East South Central","South ",81311
"Strongly oppose ","Mostly agree ","Favor ","Know what term means ","Completely agree ","Completely agree ","Mostly disagree ","Completely agree ",NA,NA,NA,NA,"No ","No ","Protestant ","Refused ",328006375,6375,"Male ","Yes ","Retired ","Don't know/Refused ","Republican ","Independent-lean Republican ",NA,"Divorced ","Refused/Nr ","One ",NA,NA,NA,"Some college, but no degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"Don't know/refused/Nr ",NA,NA,0.3018,"Central","ALABAMA","In Center City of Metropolitan Area ","East South Central","South ",81211
"Strongly oppose ","Completely disagree ","Don't know/Refused ","Know what term means ","Completely agree ","Completely agree ","Completely disagree ","Completely disagree ",NA,NA,NA,NA,"Yes ","No ","Christian or 'Just Christian' ","Yes ",328006398,6398,"Male ","Yes ","Employed full time ","Republican ",NA,"Republican ","Blue collar -- craftsmen/Foremen ","Married ","Own ","Three ","No ","No ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$100,000 but less than $125,000 ",0.3902,"Central","LOUISIANA","Inside Suburban County of Metropolitan Area ","West South Central","South ",81211
"Strongly oppose ","Completely disagree ","Favor ","Know what term means ",NA,NA,NA,NA,"Completely agree ","Mostly disagree ","Completely agree ","Completely agree ","No ","No ","Christian or 'Just Christian' ","Yes ",328006404,6404,"Male ","Yes ","Not currently employed ","Independent ","Republican ","Independent-lean Republican ",NA,"Single and never been married ","Rent ","Two ","No ","No ","No ","High school complete (grade 12) ","18-20 ","No ","Black/African-american ","Some other race ",NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.2897,"Central","TENNESSEE","In Center City of Metropolitan Area ","East South Central","South ",81311
"Oppose ","Completely disagree ","Oppose ","Know what term means ","Completely disagree ","Don't know/Refused ","Completely disagree ","Mostly disagree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","Refused ",328006422,6422,"Male ","Yes ","Retired ","Republican ",NA,"Republican ",NA,"Separated ","Own ","Two ","No ","No ","No ","Some college, but no degree ","65-69 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","$40,000 but less than $50,000 ",NA,0.6037,"Central","ARKANSAS","In Non-Metropolitan Area ","West South Central","South ",81211
"Favor ",NA,"Favor ","Heard of it, but not sure what it means ","Mostly agree ","Mostly agree ","Mostly agree ","Mostly disagree ",NA,NA,NA,NA,"No ","No ","Catholic ",NA,328006424,6424,"Male ","Yes ","Retired ","Independent ","Neither/Other ","Independent ",NA,"Married ","Own ","Three ","No ","No ","No ","Some college, but no degree ","75 or older ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$50,000 but less than $60,000 ",0.23,"Central","MISSOURI","Outside Center City, Inside Center City County ","West North Central","Midwest ",81211
"Strongly oppose ","Completely disagree ","Oppose ","Know what term means ","Completely agree ","Mostly agree ","Completely disagree ","Mostly disagree ",NA,NA,NA,NA,"Yes ","No ","Christian or 'Just Christian' ","Yes ",328006427,6427,"Male ","Yes ","Employed full time ","Independent ","Republican ","Independent-lean Republican ","White collar -- sales, clerical ","Married ","Own ","Four ","Yes ","No ","No ","High school complete (grade 12) ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$60,000 but less than $75,000 ",1.8684,"Central","TEXAS","Inside Suburban County of Metropolitan Area ","West South Central","South ",81211
"Strongly favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Protestant ","No ",328006456,6456,"Male ","Yes ","Employed full time ","Democrat ",NA,"Democrat ","White collar -- professional, managerial, owner ","Married ","Own ","Four ","Yes ","Yes ","No ","Postgraduate Degree, such as Master's, PH.D., MD, JD ","35-39 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Refused [unspecified after less than $50,000] ",NA,0.5776,"Central","ALABAMA","In Center City of Metropolitan Area ","East South Central","South ",81211
"Favor ",NA,"Favor ","Know what term means ","Completely agree ","Completely agree ","Completely agree ","Completely agree ",NA,NA,NA,NA,"Yes ","No ","Christian or 'Just Christian' ","Yes ",328006476,6476,"Male ","Yes ","Self employed ","Independent ","Republican ","Independent-lean Republican ","White collar -- professional, managerial, owner ","Married ","Own ","Four ","Yes ","Yes ","No ","Some college, but no degree ","30-34 ","No ","White/Caucasian ",NA,NA,NA,"$50,000 or more ",NA,"$125,000 or more ",3.1837,"Central","TEXAS","Outside Center City, Inside Center City County ","West South Central","South ",81211
"Oppose ","Completely agree ","Favor ","Heard of it, but not sure what it means ","Completely agree ","Mostly agree ","Completely agree ","Completely disagree ",NA,NA,NA,NA,"No ","No ","Nothing in particular ",NA,328006515,6515,"Male ","Yes ","Retired ","Independent ","Democratic ","Independent-lean Democratic ",NA,"Separated ","Own ","Three ","No ","No ","No ","High school complete (grade 12) ","50-54 ","No ","White/Caucasian ",NA,NA,NA,"Less than $50,000 ","Under $25,000 ",NA,1.2623,"Central","TENNESSEE","In Non-Metropolitan Area ","East South Central","South ",81211
